spec,outcome,term,coef,se,z,p_value,pseudo_r2,n_obs,n_events,include_relief,status
spec_c_station_relief,upgrade_station,region_NORTH__NORTH,-2.414282897695067,0.49306411361524893,-4.896488775045991,9.756421849964108e-07,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_NORTH__NORTH CENTRAL,-1.1237038232507697,0.6376870862765404,-1.7621555264857012,0.07804302385385857,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_NORTH__WEST,-2.831470300047907,1.0380295729304259,-2.7277356771777512,0.006377068498210942,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_SOUTH CENTRAL__SOUTH CENTRAL,-0.1393082053540065,0.47401205283766434,-0.2938916943568007,0.7688406649419026,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_SOUTH CENTRAL__WEST,-24.789540869539557,0.8196632756996612,-30.2435666016381,6.33936206963667e-201,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_SOUTH__SOUTH,-0.17715089330611555,0.5171164690905631,-0.34257445642306733,0.7319186213027653,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_SOUTH__SOUTH CENTRAL,-0.798589571905031,0.6645328904841087,-1.2017306943577506,0.2294678848513545,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_UNKNOWN,-2.3946843372866113,0.5298812682436541,-4.5192847545338575,6.2048894333760655e-06,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,region_WEST__WEST,-3.1263376006227603,0.8056729937085406,-3.880405108569074,0.00010428262517594687,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,year_2020,0.2426002954962723,0.2471272141475596,0.9816818286609896,0.3262566202706295,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,year_2021,0.23732593662191506,0.24430360846588678,0.9714385232056609,0.33132995288514533,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,year_2022,0.23508534871519376,0.29078853694194295,0.8084409075662067,0.4188368107713625,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,year_2023,-0.5797858053714582,0.3131109389584977,-1.8516945057876366,0.06406970342324819,0.17582430658788561,1800,210,1,ok
spec_c_station_relief,upgrade_station,year_2024,0.8725412867454088,0.26417024982292203,3.302950606021263,0.0009567323840992783,0.17582430658788561,1800,210,1,ok
spec_d_line_relief,upgrade_line,const,-7.28109132177092,2.4417949273079147,-2.981860286604143,0.002865027137493793,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,lagged_binding_share,-2.920355759645036,1.9027503638226393,-1.5348076212047177,0.12483109020489816,0.16870145522530988,1800,16,1,ok
